Name;Nationality;Gender;Age;Passport ID;Entry Location;Date of entry
Cristiano Crawforth;Portugal;Male;71;891089798;Vilar Formoso Border;10/03/2021
Kristen Dominka;Albania;Female;70;902285374;Cristiano Ronaldo Airport;08/07/2020
Vida Harsum;Germany;Male;45;547279729;Elvas Border;16/03/2021
Ardis Devin;China;Female;38;245046777;Humberto Delgado Airport;18/01/2020
Cassie Castrillo;France;Female;85;141411561;Faro Airport;29/12/2020
Benjy Matches;Ukraine;Female;85;768860202;Faro Airport;19/05/2020
Cyrill Stripling;Sweden;Male;81;557946878;Faro Airport;19/09/2020
Inglebert Obee;Lithuania;Male;29;697830525;Beja Airport;24/05/2021
Lenora Bushaway;France;Female;66;388993440;Braganca Airport;28/09/2020
Dukey Eplett;Ukraine;Male;53;167346959;Beja Airport;28/06/2020
Ellyn Fautly;China;Female;22;237089453;Castro Marim Border;18/05/2020
Rance Satchel;Poland;Male;76;846790132;Sa Carneiro Airport;19/05/2021
Ondrea Beausang;China;Male;70;965733845;Braganca Airport;25/10/2020
Roxane Sinkinson;Finland;Male;56;174425325;Sa Carneiro Airport;04/05/2021
Chance Coyett;China;Male;27;434725219;Beja Airport;03/02/2020
Jarrod Rentilll;Netherlands;Female;44;388725263;Valenca Border;09/02/2021
Almeda Gulleford;Russia;Male;77;811632095;Sa Carneiro Airport;21/01/2021
Kiel Iveson;Morocco;Female;22;983086191;Sa Carneiro Airport;13/09/2020
Bradly Smorthit;New Zealand;Female;69;287162807;Beja Airport;15/05/2020
Laurena Whyte;Italy;Female;70;175697535;Braganca Airport;09/05/2020
Christopher McAirt;Sri Lanka;Male;39;583624439;Braganca Airport;07/07/2020
Darlleen Aries;Russia;Male;19;647185963;Vilar Formoso Border;14/05/2021
Agosto Dansie;Indonesia;Female;84;954641429;Joao Paulo II Airport;23/03/2021
Mohandis Willett;China;Female;18;247839997;Valenca Border;15/11/2020
Fiorenze Woodard;China;Male;61;515864893;Castro Marim Border;25/03/2021
Sibby Olerenshaw;China;Female;26;564511310;Braganca Airport;11/11/2020
Valeda Iston;Russia;Female;39;803169057;Vilar Formoso Border;24/05/2020
Berti Fierro;Thailand;Male;47;544896166;Joao Paulo II Airport;30/04/2020
Felice Dyers;Poland;Female;51;682805266;Valenca Border;11/05/2021
Cassey Turvie;Palestinian Territory;Male;67;899396194;Elvas Border;01/04/2020
Hobey Livzey;Russia;Female;45;108272551;Faro Airport;11/09/2020
Suzanne Atton;Ethiopia;Male;59;958983425;Humberto Delgado Airport;28/11/2020
Benoit Amber;Ukraine;Female;60;846839283;Valenca Border;09/09/2020
Gib Coggan;Honduras;Female;61;106571109;Elvas Border;04/03/2021
Ludwig Zima;Canada;Male;62;272278215;Humberto Delgado Airport;14/08/2020
Inesita Sibylla;Philippines;Male;83;511228387;Faro Airport;25/06/2020
Svend Ransbury;Mongolia;Female;82;594925215;Joao Paulo II Airport;19/12/2020
Wilhelmine Elington;Indonesia;Female;46;558914276;Valenca Border;20/01/2021
Katleen Hamnet;Serbia;Male;23;601305290;Elvas Border;21/11/2020
Hilton Creus;Thailand;Female;76;129098642;Valenca Border;04/03/2020
Gael Zanre;Argentina;Male;33;421351501;Humberto Delgado Airport;19/01/2021
Andreana Rolstone;China;Female;75;819550158;Sa Carneiro Airport;15/10/2020
Nichol Bettam;Germany;Female;57;878321660;Valenca Border;17/12/2020
Adoree Burgett;China;Female;31;346846373;Cristiano Ronaldo Airport;14/08/2020
Sanson Ghent;Brazil;Female;23;804149005;Humberto Delgado Airport;28/04/2021
Renard Brawn;Nigeria;Male;85;606228169;Joao Paulo II Airport;07/07/2020
Nicoli Hauxwell;Portugal;Male;67;562556651;Cristiano Ronaldo Airport;21/05/2021
Federico Aucutt;China;Female;25;880899520;Braganca Airport;22/01/2020
Thoma Spurgeon;Peru;Male;54;266145226;Humberto Delgado Airport;25/02/2021
Elyssa Bernardino;Russia;Male;20;796527140;Beja Airport;21/01/2021
Blondy Michele;Morocco;Female;54;521490456;Sa Carneiro Airport;07/04/2020
Clarisse Duchasteau;China;Female;19;584212222;Humberto Delgado Airport;03/05/2021
Eyde Murison;China;Male;40;852906479;Braganca Airport;30/04/2021
Desdemona Balch;Chile;Female;57;281002773;Braganca Airport;22/02/2020
Lowrance Corday;Peru;Male;28;677612754;Valenca Border;18/02/2021
Heida Seeks;Netherlands;Male;19;320512236;Cristiano Ronaldo Airport;05/03/2021
Tallie Leggett;Mozambique;Male;65;290898006;Faro Airport;26/06/2020
Clo Langworthy;China;Female;81;813401838;Cristiano Ronaldo Airport;29/09/2020
Eilis McGilvray;Sweden;Male;44;755878863;Valenca Border;10/03/2021
Joseph Zarb;Indonesia;Female;52;554204242;Valenca Border;28/07/2020
Cherri Giacometti;Greece;Male;45;188169898;Faro Airport;17/07/2020
Bartram Driussi;Colombia;Female;23;111036771;Braganca Airport;26/12/2020
Pall Morl;China;Female;34;876716887;Elvas Border;22/02/2021
Ameline Dimberline;Mexico;Male;31;255223848;Valenca Border;08/07/2020
Bord Learmonth;North Korea;Male;81;537027848;Sa Carneiro Airport;23/03/2020
Merissa Hawes;Ukraine;Male;71;639419372;Faro Airport;02/03/2021
Reinaldos Pitrasso;Slovenia;Male;41;624523438;Valenca Border;06/02/2020
Bertine Ruusa;Peru;Female;85;631026229;Castro Marim Border;21/12/2020
Tremain Golland;China;Female;78;713934589;Joao Paulo II Airport;20/02/2021
Eberto Biffin;Russia;Male;23;775587983;Castro Marim Border;10/05/2021
Eleanora Clemencet;China;Male;57;944597893;Sa Carneiro Airport;14/03/2021
Manolo Jeeks;Estonia;Female;63;484284309;Joao Paulo II Airport;08/08/2020
Aguie Coldham;Poland;Male;34;967609935;Humberto Delgado Airport;19/05/2021
Baron Baudinelli;Malta;Female;20;471428906;Sa Carneiro Airport;23/08/2020
Nessy Welling;Peru;Male;26;377747553;Valenca Border;15/05/2021
Timothea Iles;Indonesia;Female;75;171655557;Valenca Border;23/05/2020
Della Askie;Greece;Male;54;239973758;Joao Paulo II Airport;13/09/2020
Sybilla Hacket;Philippines;Female;85;165798722;Vilar Formoso Border;25/09/2020
Whitby Zahor;Brazil;Female;25;229326743;Beja Airport;10/04/2020
Paton Stillgoe;Iran;Male;65;204838064;Sa Carneiro Airport;18/01/2020
Drusilla Malkinson;French Polynesia;Female;75;890488314;Cristiano Ronaldo Airport;30/04/2020
Fran Hallowes;China;Female;70;736044385;Braganca Airport;16/09/2020
Selle Stannering;China;Female;64;604272358;Sa Carneiro Airport;25/02/2020
Kristy Cripwell;Brazil;Male;27;561821145;Vilar Formoso Border;14/02/2021
Armando Butner;Indonesia;Female;58;222648158;Sa Carneiro Airport;16/06/2020
Buiron McDonand;Argentina;Female;29;523189874;Vilar Formoso Border;05/10/2020
Pete Strewthers;Russia;Male;46;948509086;Vilar Formoso Border;20/05/2020
Thorpe Clelle;Brazil;Male;61;411429941;Castro Marim Border;31/08/2020
Emma Gaskal;Iran;Male;71;506286278;Humberto Delgado Airport;04/12/2020
Lexis Partlett;Indonesia;Male;75;802233653;Joao Paulo II Airport;02/04/2021
Damaris Lamplugh;Czech Republic;Female;55;199417999;Sa Carneiro Airport;10/12/2020
Mahmud Gomersal;Sudan;Female;70;181376328;Beja Airport;27/09/2020
Shurlocke Tilsley;Ecuador;Female;38;993380591;Vilar Formoso Border;02/10/2020
Pen Steinhammer;China;Female;56;474019648;Valenca Border;18/05/2020
Greggory Tackley;Poland;Male;65;442971358;Faro Airport;11/05/2020
Jannelle Soles;Poland;Female;55;856675318;Braganca Airport;19/03/2021
Isaac McGrady;Sweden;Female;83;909891627;Sa Carneiro Airport;06/01/2021
Elsbeth Brookes;South Africa;Male;74;435968534;Valenca Border;11/03/2020
Sibelle Barltrop;China;Female;80;454723239;Vilar Formoso Border;09/08/2020
Donnajean Churchley;Czech Republic;Female;49;570054901;Joao Paulo II Airport;10/04/2021
Arielle McConigal;China;Male;49;255118015;Elvas Border;02/04/2020
Fleming Beacom;United States;Female;27;761652293;Faro Airport;24/02/2021
Christin Leyfield;Indonesia;Female;83;439662098;Vilar Formoso Border;02/03/2020
Ollie Biesty;Philippines;Male;20;726167245;Elvas Border;15/12/2020
Ilse Breznovic;Bosnia and Herzegovina;Male;72;756523288;Braganca Airport;02/05/2020
Ethelin McNeely;China;Male;65;270134508;Valenca Border;18/11/2020
Cynthy Billington;Ireland;Female;77;700273304;Joao Paulo II Airport;06/05/2021
Rogerio Sainte Paul;China;Female;69;995652173;Sa Carneiro Airport;22/03/2020
Irwinn Embra;China;Male;42;724657637;Valenca Border;18/02/2021
Loralie Kaplan;Thailand;Female;65;486976202;Beja Airport;16/03/2020
Monroe Stollman;China;Female;66;322295869;Beja Airport;13/04/2020
Hermann Aries;Vietnam;Male;19;911006220;Braganca Airport;20/09/2020
Tymon Noto;Bulgaria;Male;53;256030964;Sa Carneiro Airport;02/12/2020
Augie Pettus;China;Female;57;859129409;Faro Airport;27/04/2020
Teresa Poulter;Albania;Female;83;587974030;Humberto Delgado Airport;02/03/2021
Nyssa Pickle;Portugal;Male;18;199163991;Joao Paulo II Airport;28/03/2020
Evelyn Clendening;Guatemala;Female;69;362716318;Elvas Border;22/01/2020
Early Lembcke;Brazil;Female;18;473080705;Joao Paulo II Airport;27/05/2021
Price Berthel;Russia;Male;72;313017447;Joao Paulo II Airport;10/04/2020
Hall Pikett;Indonesia;Female;55;463201061;Braganca Airport;24/09/2020
Jamie Pocke;China;Female;23;630866746;Cristiano Ronaldo Airport;20/11/2020
Keely Gorler;Honduras;Female;66;961184638;Elvas Border;29/06/2020
Peggy Conyers;China;Male;33;808069916;Joao Paulo II Airport;24/01/2020
Ollie Genders;Russia;Female;83;191795452;Castro Marim Border;24/10/2020
Maridel Clappison;Chile;Male;80;105798243;Sa Carneiro Airport;14/04/2021
Nannette O'Cannovane;China;Male;79;985628446;Vilar Formoso Border;17/03/2020
Ofilia Glenfield;Russia;Male;80;130006830;Valenca Border;10/01/2021
Marge Marchenko;Argentina;Female;30;854015425;Vilar Formoso Border;04/02/2021
Artemas Strewther;China;Female;22;517465965;Joao Paulo II Airport;02/09/2020
Harvey Whittaker;Brazil;Female;85;242918272;Braganca Airport;19/04/2020
Myranda Barnshaw;China;Female;47;815896284;Elvas Border;03/02/2020
Floyd Brolly;China;Female;54;171962595;Braganca Airport;18/12/2020
Brigitta Crossley;New Zealand;Female;18;613239306;Beja Airport;03/07/2020
Bamby Jillions;Portugal;Male;61;955234731;Beja Airport;03/03/2020
Analiese Josefovic;Russia;Male;81;214262309;Valenca Border;06/01/2021
Nils Weond;China;Female;47;585523705;Vilar Formoso Border;05/04/2021
Sula Caser;Mexico;Female;76;147460576;Castro Marim Border;01/10/2020
Duane Ashbolt;Canada;Male;29;439771325;Humberto Delgado Airport;07/03/2021
Adriana Dorey;Croatia;Male;27;146829168;Elvas Border;11/01/2020
Helen Beynke;Japan;Female;68;422431337;Vilar Formoso Border;01/02/2020
Almeta Webber;Brazil;Male;24;109917657;Castro Marim Border;29/08/2020
Hercules Torry;Indonesia;Male;54;505104446;Beja Airport;03/12/2020
Daphne Ring;France;Female;37;545153687;Cristiano Ronaldo Airport;15/08/2020
Christina Froom;China;Female;60;689219382;Faro Airport;18/06/2020
Hammad MacBey;United States;Female;46;542349792;Valenca Border;23/06/2020
Mickey McMurty;Indonesia;Female;39;772287391;Beja Airport;06/12/2020
Liam Clearie;Mexico;Female;79;413199617;Castro Marim Border;24/05/2020
Eduino Aleswell;Canada;Female;20;958415254;Joao Paulo II Airport;14/05/2020
Orelia Bech;Bulgaria;Female;60;483051383;Valenca Border;16/01/2020
D'arcy Blazek;Poland;Male;45;178411763;Faro Airport;01/02/2021
Lucine Gresty;France;Male;80;200444415;Elvas Border;29/01/2021
Haleigh Perceval;China;Male;59;782960525;Humberto Delgado Airport;23/05/2020
Lani Hanes;France;Male;31;927738815;Sa Carneiro Airport;02/06/2020
Rhoda Byart;Brazil;Male;26;118790123;Vilar Formoso Border;05/01/2020
Willetta Kliemke;Democratic Republic of the Congo;Female;29;128471888;Faro Airport;28/06/2020
Francene Turrell;China;Male;75;859070202;Joao Paulo II Airport;30/09/2020
Brigida Pelham;Rwanda;Female;71;274275480;Cristiano Ronaldo Airport;20/05/2020
Lexie Medina;Cyprus;Male;72;219984550;Braganca Airport;16/04/2020
Elden Bosence;Ukraine;Female;56;400873349;Sa Carneiro Airport;07/02/2021
Archambault Kimmins;Austria;Male;71;855821816;Joao Paulo II Airport;18/03/2020
Benedict Grewcock;Norway;Female;57;139663494;Braganca Airport;19/05/2021
Tiler Purry;Argentina;Male;81;365074428;Elvas Border;19/06/2020
Ford Cunnell;Brazil;Male;48;471498138;Beja Airport;14/04/2021
Quincey Matskiv;Russia;Male;58;850245394;Cristiano Ronaldo Airport;16/02/2021
Jo Swaine;Peru;Male;43;787238938;Humberto Delgado Airport;27/11/2020
Murielle Clutten;Kazakhstan;Female;85;943299597;Vilar Formoso Border;24/01/2021
Nestor Berks;China;Male;83;481543459;Cristiano Ronaldo Airport;27/05/2021
Bili Lothlorien;France;Female;28;519088288;Beja Airport;30/11/2020
Rodolphe Dalby;Nigeria;Female;36;641431160;Castro Marim Border;18/06/2020
Abe Kingsnorth;Russia;Female;81;268504702;Castro Marim Border;11/12/2020
Gael Jolland;Russia;Female;25;216160718;Cristiano Ronaldo Airport;29/10/2020
Christie Hucklesby;Czech Republic;Male;21;961517409;Faro Airport;04/05/2020
Nina Lewcock;Portugal;Male;67;733485450;Valenca Border;25/12/2020
Willy McLay;Pakistan;Female;45;596062835;Valenca Border;05/12/2020
Flinn Thuillier;Peru;Male;49;264059480;Castro Marim Border;27/11/2020
Jerrie Whellans;Indonesia;Male;32;259044579;Sa Carneiro Airport;11/05/2020
Munroe Reeson;Sweden;Male;33;626169927;Castro Marim Border;02/04/2020
Liliane Powles;Mexico;Female;58;210139534;Sa Carneiro Airport;08/11/2020
Herrick Varker;China;Male;41;260282107;Cristiano Ronaldo Airport;31/05/2020
Coraline Exroll;Russia;Female;44;970329617;Faro Airport;28/01/2020
Candis Frearson;Cuba;Male;24;610440910;Elvas Border;04/03/2020
Donall Yakutin;France;Male;19;154875666;Sa Carneiro Airport;26/05/2021
Celine Priel;Bolivia;Female;28;727730572;Faro Airport;10/01/2020
Lazaro Sabater;Poland;Male;65;115686883;Valenca Border;26/01/2020
Germain Bernardinelli;Russia;Female;33;790624153;Braganca Airport;11/01/2021
Carmencita Nare;China;Female;38;595016779;Valenca Border;16/01/2021
Harrie Derobert;China;Female;63;693636729;Cristiano Ronaldo Airport;22/12/2020
Moses Forsdyke;Portugal;Male;60;709408810;Elvas Border;20/06/2020
Jilli Wildash;Comoros;Female;18;666642805;Joao Paulo II Airport;22/02/2020
Rozelle Widmore;China;Male;76;246946289;Sa Carneiro Airport;27/01/2020
Jessica Sallowaye;Ukraine;Male;60;843004348;Humberto Delgado Airport;28/11/2020
Lexi Keyes;China;Male;19;412732130;Elvas Border;03/11/2020
Donnie Baert;Cuba;Male;83;250552745;Joao Paulo II Airport;12/07/2020
Nancie Stealey;Indonesia;Female;84;166440166;Faro Airport;03/08/2020
Miller Berntssen;Indonesia;Male;71;118671687;Castro Marim Border;20/08/2020
Ardath Carrodus;Sweden;Female;26;253664872;Valenca Border;05/05/2020
Bea Iceton;Philippines;Female;65;525020324;Elvas Border;24/03/2020
Reggie Talton;Kazakhstan;Female;70;649328565;Humberto Delgado Airport;14/12/2020
Veda Lorey;China;Male;50;984841716;Sa Carneiro Airport;08/05/2021
Kai Batey;China;Female;79;204033268;Joao Paulo II Airport;21/09/2020
Marleah Oxenbury;France;Male;42;381377803;Valenca Border;02/06/2020
Katalin Loton;Nigeria;Male;27;831912901;Faro Airport;03/06/2020
Joannes O'Shields;China;Female;63;371994657;Faro Airport;08/12/2020
Stanly Donavan;France;Female;58;232411445;Castro Marim Border;05/02/2021
Geoffry Croy;Equatorial Guinea;Female;58;444399082;Braganca Airport;14/03/2020
Winny Axten;Kiribati;Female;67;346285018;Valenca Border;01/04/2021
Claudius Botly;Peru;Male;75;217237015;Cristiano Ronaldo Airport;05/03/2021
Adela Haylock;China;Female;18;950487766;Faro Airport;12/10/2020
Agnes Bradbury;South Africa;Female;19;662072683;Joao Paulo II Airport;27/12/2020
Belinda Suddock;Sweden;Male;66;211557448;Braganca Airport;18/07/2020
Bobina Brenston;China;Female;36;304123778;Valenca Border;05/01/2020
Waiter Mileham;Indonesia;Female;29;541912020;Cristiano Ronaldo Airport;26/01/2021
Irwin Elecum;Sierra Leone;Male;28;641490394;Sa Carneiro Airport;18/11/2020
Karylin Wonter;Afghanistan;Female;21;208981321;Cristiano Ronaldo Airport;27/07/2020
Georgianne Kearney;Portugal;Female;21;359751581;Sa Carneiro Airport;29/12/2020
Ruby Whittingham;Thailand;Male;41;883860174;Cristiano Ronaldo Airport;24/05/2020
Pietra Lelande;Sweden;Male;39;582920187;Beja Airport;19/01/2021
Hilary Campelli;China;Male;54;586213485;Humberto Delgado Airport;22/03/2020
Paulina Meeland;Poland;Male;75;802929591;Sa Carneiro Airport;30/07/2020
Edie Cockerton;Philippines;Male;47;165680005;Elvas Border;06/03/2020
Bernette McLurg;Portugal;Female;59;274410813;Valenca Border;20/04/2020
Ward Kabisch;South Africa;Male;85;128234610;Beja Airport;01/10/2020
Cristal Ivushkin;China;Male;77;505569917;Valenca Border;13/07/2020
Suzette Tedorenko;Serbia;Female;21;947141438;Humberto Delgado Airport;21/01/2021
Umeko Colquite;Azerbaijan;Male;65;253038152;Braganca Airport;09/07/2020
Randolf Slesser;United Kingdom;Female;79;393797297;Cristiano Ronaldo Airport;20/03/2021
Augie Boas;China;Female;70;769922438;Joao Paulo II Airport;20/12/2020
Ives Rudsdell;Indonesia;Female;75;125659767;Sa Carneiro Airport;15/06/2020
Tommi Longwood;Indonesia;Male;29;855644685;Valenca Border;28/07/2020
Ardelis Cadell;Sweden;Female;42;499348471;Elvas Border;04/03/2020
Cortie Banishevitz;Brazil;Female;63;479926939;Elvas Border;15/03/2021
Carline MacRorie;Brazil;Female;23;218175864;Joao Paulo II Airport;08/07/2020
Joanie Demangeon;Tanzania;Female;26;488335620;Valenca Border;29/05/2020
Morie Cornew;Myanmar;Female;22;881410631;Castro Marim Border;04/03/2020
Tatiana Lage;Poland;Female;65;800149965;Elvas Border;23/10/2020
Cassey Ingleston;Kazakhstan;Female;39;679934311;Joao Paulo II Airport;22/12/2020
Herta Whitehorne;Indonesia;Male;79;907408573;Braganca Airport;04/02/2020
Eada Haugg;South Africa;Male;68;135800366;Beja Airport;12/03/2021
Eberto Moan;Russia;Female;82;534381186;Sa Carneiro Airport;01/03/2020
Natty Brickner;Vietnam;Female;73;209980074;Vilar Formoso Border;20/07/2020
Elsworth Ovett;Sri Lanka;Female;38;360470901;Beja Airport;16/05/2020
Brooke Di Ruggero;China;Female;85;146748697;Braganca Airport;27/04/2020
Celinda Pesik;Philippines;Female;28;358376779;Humberto Delgado Airport;15/03/2020
Sunny Sallinger;China;Male;66;694342350;Beja Airport;22/05/2020
Fairlie Raggett;China;Female;33;768179812;Vilar Formoso Border;15/06/2020
Jacqueline Bourget;Armenia;Female;58;168235291;Cristiano Ronaldo Airport;18/01/2021
Berti Wooton;Philippines;Male;69;807304697;Humberto Delgado Airport;14/08/2020
Odessa Bouette;Sweden;Male;55;950490194;Joao Paulo II Airport;12/07/2020
Gregoire Tassaker;Venezuela;Female;36;526746071;Valenca Border;04/03/2020
Grace Cottill;China;Male;59;746497792;Cristiano Ronaldo Airport;05/07/2020
Mandie Tryme;France;Female;60;951007222;Vilar Formoso Border;20/02/2020
Marianna Nunn;Cameroon;Female;32;986775594;Valenca Border;27/03/2021
Arnie Wansbury;Peru;Male;23;274178665;Braganca Airport;16/02/2020
Ronny Wolfit;Armenia;Male;32;633208543;Elvas Border;19/04/2021
Audrey Comins;Ecuador;Female;79;604864807;Cristiano Ronaldo Airport;20/05/2021
Lev Wiggam;Japan;Male;33;656683676;Valenca Border;20/02/2020
Nanete Prandini;Belarus;Male;67;607410622;Elvas Border;01/02/2021
Cecilia Renzullo;Mali;Female;52;758108096;Humberto Delgado Airport;07/07/2020
Debi Rivaland;Australia;Female;36;907061173;Humberto Delgado Airport;11/01/2021
Josepha Joules;China;Male;32;559031681;Sa Carneiro Airport;20/02/2021
Ileana Blizard;Argentina;Female;55;596061399;Sa Carneiro Airport;15/04/2020
Tandie Dozdill;Vietnam;Female;37;400818886;Beja Airport;17/04/2020
Kiel Flowers;France;Female;35;371221837;Beja Airport;20/11/2020
Sherye Atthow;Portugal;Female;21;451710610;Castro Marim Border;11/01/2020
Elia Ligoe;Tanzania;Female;81;685101732;Faro Airport;11/02/2021
Petunia Whiteway;China;Male;48;838024992;Faro Airport;19/04/2021
Abe Trouel;Poland;Male;68;441388117;Elvas Border;10/11/2020
Jarad Andretti;Indonesia;Male;26;529359384;Humberto Delgado Airport;07/06/2020
Royal Baudinot;Greece;Female;68;906756766;Beja Airport;19/05/2021
Bette Madders;China;Male;45;521911528;Braganca Airport;10/03/2021
Engelbert Pearmain;Thailand;Female;26;439781269;Vilar Formoso Border;08/12/2020
Shane Sinfield;Norway;Female;20;337347228;Valenca Border;06/04/2020
Gwyneth Buncom;Brazil;Female;31;793314625;Castro Marim Border;25/02/2020
Anatollo Traylen;Serbia;Female;41;635543530;Elvas Border;26/03/2020
Lida Scotson;Bosnia and Herzegovina;Female;39;306575498;Castro Marim Border;21/05/2020
Bee Jordon;Indonesia;Female;33;588458063;Joao Paulo II Airport;25/09/2020
Verene Heams;China;Female;56;428035425;Valenca Border;13/09/2020
Peggy Dollin;Croatia;Female;47;621442904;Beja Airport;28/05/2020
Chance Seeler;Gabon;Male;48;191735905;Valenca Border;16/06/2020
Marietta Lupson;Brazil;Female;69;562795641;Sa Carneiro Airport;06/08/2020
Aggie Oxenham;France;Female;56;351500481;Faro Airport;13/07/2020
Rutledge Collet;China;Male;42;693531977;Valenca Border;30/01/2020
Parry Dockreay;Indonesia;Male;35;920759800;Vilar Formoso Border;14/05/2021
Therine Bowmer;Brazil;Male;50;647974069;Faro Airport;26/03/2021
Ives Siemon;Bulgaria;Female;84;480115562;Humberto Delgado Airport;11/12/2020
Ardene Bellward;Serbia;Male;73;966594055;Beja Airport;09/01/2020
Salmon Tertre;Poland;Male;28;841524286;Humberto Delgado Airport;31/07/2020
Beniamino Penman;Japan;Male;39;758800523;Cristiano Ronaldo Airport;07/05/2021
Rorie Wythill;Kazakhstan;Female;54;657579287;Vilar Formoso Border;10/12/2020
Hedwiga Hunnicot;Greece;Male;46;434776229;Castro Marim Border;22/11/2020
Lauretta Bonas;Venezuela;Female;19;779512432;Valenca Border;16/03/2020
Gabbey Fann;Colombia;Female;53;156971459;Braganca Airport;20/09/2020
